ID,Name,Category,Price
2202,Item_2202,Home,489.45
2203,Item_2203,Home,192.41
2204,Item_2204,Books,139.31
2205,Item_2205,Books,100.22
2206,Item_2206,Toys,443.39
2207,Item_2207,Electronics,66.06
2208,Item_2208,Electronics,26.91
2209,Item_2209,Electronics,252.81
2210,Item_2210,Books,262.91
2211,Item_2211,Toys,143.95
2212,Item_2212,Home,200.33
2213,Item_2213,Home,446.61
2214,Item_2214,Electronics,405.62
2215,Item_2215,Home,243.37
2216,Item_2216,Toys,46.78
2217,Item_2217,Books,153.28
2218,Item_2218,Clothing,6.87
2219,Item_2219,Electronics,239.26
2220,Item_2220,Electronics,388.9
2221,Item_2221,Books,258.09
2222,Item_2222,Clothing,213.79
2223,Item_2223,Home,418.81
2224,Item_2224,Clothing,133.19
2225,Item_2225,Clothing,68.67
2226,Item_2226,Toys,468.47
2227,Item_2227,Books,440.35
2228,Item_2228,Clothing,18.66
2229,Item_2229,Clothing,435.91
2230,Item_2230,Clothing,204.7
2231,Item_2231,Home,330.06
2232,Item_2232,Electronics,394.06
2233,Item_2233,Clothing,437.79
2234,Item_2234,Electronics,88.73
2235,Item_2235,Books,496.38
2236,Item_2236,Electronics,66.69
2237,Item_2237,Electronics,339.68
2238,Item_2238,Clothing,194.11
2239,Item_2239,Electronics,176.31
2240,Item_2240,Clothing,349.67
2241,Item_2241,Clothing,137.64
2242,Item_2242,Toys,139.58
2243,Item_2243,Toys,476.71
2244,Item_2244,Books,160.26
2245,Item_2245,Home,201.65
2246,Item_2246,Home,42.28
2247,Item_2247,Electronics,326.0
2248,Item_2248,Electronics,37.82
2249,Item_2249,Electronics,412.79
2250,Item_2250,Electronics,34.85
2251,Item_2251,Clothing,322.36
2252,Item_2252,Electronics,131.79
2253,Item_2253,Toys,112.2
2254,Item_2254,Books,233.43
2255,Item_2255,Books,147.43
2256,Item_2256,Home,47.81
2257,Item_2257,Home,396.59
2258,Item_2258,Books,90.79
2259,Item_2259,Electronics,431.41
2260,Item_2260,Toys,101.78
2261,Item_2261,Home,82.52
2262,Item_2262,Clothing,7.65
2263,Item_2263,Electronics,69.2
2264,Item_2264,Clothing,387.31
2265,Item_2265,Toys,354.73
2266,Item_2266,Clothing,23.46
2267,Item_2267,Electronics,62.19
2268,Item_2268,Books,9.72
2269,Item_2269,Books,449.25
2270,Item_2270,Electronics,357.28
2271,Item_2271,Electronics,95.06
2272,Item_2272,Clothing,210.04
2273,Item_2273,Home,19.7
2274,Item_2274,Clothing,251.51
2275,Item_2275,Toys,342.9
2276,Item_2276,Electronics,254.69
2277,Item_2277,Home,146.78
2278,Item_2278,Clothing,346.81
2279,Item_2279,Home,186.27
2280,Item_2280,Clothing,55.54
2281,Item_2281,Electronics,200.38
2282,Item_2282,Clothing,56.39
2283,Item_2283,Home,174.61
2284,Item_2284,Clothing,445.72
2285,Item_2285,Clothing,343.38
2286,Item_2286,Toys,334.3
2287,Item_2287,Clothing,22.02
2288,Item_2288,Clothing,499.23
2289,Item_2289,Clothing,168.15
2290,Item_2290,Clothing,487.06
2291,Item_2291,Clothing,434.55
2292,Item_2292,Books,260.9
2293,Item_2293,Clothing,325.93
2294,Item_2294,Clothing,404.2
2295,Item_2295,Toys,316.04
2296,Item_2296,Home,211.23
2297,Item_2297,Home,272.3
2298,Item_2298,Books,293.77
2299,Item_2299,Home,171.37
2300,Item_2300,Home,157.2
2301,Item_2301,Books,7.92
2302,Item_2302,Home,381.45
2303,Item_2303,Electronics,340.44
2304,Item_2304,Books,26.67
2305,Item_2305,Home,41.47
2306,Item_2306,Electronics,335.21
2307,Item_2307,Clothing,213.37
2308,Item_2308,Toys,230.32
2309,Item_2309,Books,472.68
2310,Item_2310,Electronics,369.3
2311,Item_2311,Electronics,14.93
2312,Item_2312,Toys,280.12
2313,Item_2313,Toys,208.9
2314,Item_2314,Books,184.38
2315,Item_2315,Clothing,470.68
2316,Item_2316,Electronics,369.42
2317,Item_2317,Toys,386.32
2318,Item_2318,Electronics,53.22
2319,Item_2319,Clothing,262.84
2320,Item_2320,Toys,226.79
2321,Item_2321,Electronics,414.54
2322,Item_2322,Toys,71.66
2323,Item_2323,Books,100.76
2324,Item_2324,Books,59.0
2325,Item_2325,Books,188.78
2326,Item_2326,Home,134.02
2327,Item_2327,Clothing,435.05
2328,Item_2328,Clothing,124.1
2329,Item_2329,Electronics,84.45
2330,Item_2330,Toys,246.72
2331,Item_2331,Toys,110.57
2332,Item_2332,Books,70.13
2333,Item_2333,Books,395.85
2334,Item_2334,Home,213.69
2335,Item_2335,Books,437.56
2336,Item_2336,Home,178.29
2337,Item_2337,Books,33.5
2338,Item_2338,Toys,136.21
2339,Item_2339,Clothing,498.63
2340,Item_2340,Toys,363.22
2341,Item_2341,Home,8.73
2342,Item_2342,Clothing,308.37
2343,Item_2343,Toys,119.3
2344,Item_2344,Toys,469.95
2345,Item_2345,Electronics,77.3
2346,Item_2346,Electronics,442.52
2347,Item_2347,Toys,73.56
2348,Item_2348,Toys,60.46
2349,Item_2349,Home,175.77
2350,Item_2350,Home,286.26
2351,Item_2351,Home,438.42
2352,Item_2352,Home,370.55
2353,Item_2353,Clothing,376.91
2354,Item_2354,Home,34.2
2355,Item_2355,Toys,173.56
2356,Item_2356,Books,431.88
2357,Item_2357,Toys,206.58
2358,Item_2358,Books,394.77
2359,Item_2359,Clothing,433.23
2360,Item_2360,Home,83.93
2361,Item_2361,Home,150.47
2362,Item_2362,Books,311.99
2363,Item_2363,Home,316.08
2364,Item_2364,Books,168.75
2365,Item_2365,Electronics,455.79
2366,Item_2366,Toys,304.04
2367,Item_2367,Home,157.41
2368,Item_2368,Home,356.46
2369,Item_2369,Books,71.5
2370,Item_2370,Books,380.9
2371,Item_2371,Clothing,458.23
2372,Item_2372,Home,358.34
2373,Item_2373,Clothing,28.58
2374,Item_2374,Toys,51.34
2375,Item_2375,Clothing,393.86
2376,Item_2376,Electronics,497.72
2377,Item_2377,Home,121.87
2378,Item_2378,Home,37.72
2379,Item_2379,Clothing,149.19
2380,Item_2380,Books,425.49
2381,Item_2381,Books,355.96
2382,Item_2382,Toys,369.06
2383,Item_2383,Electronics,282.54
2384,Item_2384,Books,401.27
2385,Item_2385,Clothing,108.83
2386,Item_2386,Home,147.62
2387,Item_2387,Clothing,7.27
2388,Item_2388,Books,97.48
2389,Item_2389,Books,455.97
2390,Item_2390,Electronics,42.41
2391,Item_2391,Toys,27.99
2392,Item_2392,Toys,29.06
2393,Item_2393,Clothing,483.61
2394,Item_2394,Home,133.03
2395,Item_2395,Toys,454.33
2396,Item_2396,Clothing,95.89
2397,Item_2397,Books,166.25
2398,Item_2398,Clothing,300.84
2399,Item_2399,Books,168.51
2400,Item_2400,Home,129.92
2401,Item_2401,Home,373.51
2402,Item_2402,Clothing,315.19
2403,Item_2403,Electronics,229.73
2404,Item_2404,Clothing,77.6
2405,Item_2405,Home,96.69
2406,Item_2406,Electronics,289.44
2407,Item_2407,Electronics,20.18
2408,Item_2408,Home,217.41
2409,Item_2409,Home,351.31
2410,Item_2410,Electronics,433.41
2411,Item_2411,Toys,363.9
2412,Item_2412,Books,230.97
2413,Item_2413,Electronics,236.28
2414,Item_2414,Toys,458.94
2415,Item_2415,Home,369.81
2416,Item_2416,Home,437.19
2417,Item_2417,Toys,148.27
2418,Item_2418,Toys,295.79
2419,Item_2419,Clothing,286.22
2420,Item_2420,Home,24.67
2421,Item_2421,Home,62.51
2422,Item_2422,Clothing,104.49
2423,Item_2423,Books,12.54
2424,Item_2424,Electronics,445.09
2425,Item_2425,Electronics,354.96
2426,Item_2426,Electronics,190.64
2427,Item_2427,Clothing,76.25
2428,Item_2428,Books,194.5
2429,Item_2429,Toys,386.53
2430,Item_2430,Toys,29.31
2431,Item_2431,Home,381.25
2432,Item_2432,Clothing,340.77
2433,Item_2433,Toys,23.08
2434,Item_2434,Toys,346.88
2435,Item_2435,Clothing,422.84
2436,Item_2436,Clothing,101.64
2437,Item_2437,Toys,26.73
2438,Item_2438,Books,429.13
2439,Item_2439,Books,239.17
2440,Item_2440,Toys,326.35
2441,Item_2441,Electronics,69.26
2442,Item_2442,Electronics,223.97
2443,Item_2443,Toys,402.48
2444,Item_2444,Books,418.96
2445,Item_2445,Books,214.76
2446,Item_2446,Home,362.78
2447,Item_2447,Books,471.06
2448,Item_2448,Electronics,45.09
2449,Item_2449,Clothing,92.87
2450,Item_2450,Home,294.21
2451,Item_2451,Toys,425.54
2452,Item_2452,Toys,271.83
2453,Item_2453,Toys,497.48
2454,Item_2454,Electronics,188.43
2455,Item_2455,Electronics,131.68
2456,Item_2456,Books,308.08
2457,Item_2457,Books,421.86
2458,Item_2458,Electronics,16.79
2459,Item_2459,Home,400.83
2460,Item_2460,Books,169.8
2461,Item_2461,Home,496.88
2462,Item_2462,Toys,251.41
2463,Item_2463,Clothing,453.85
2464,Item_2464,Home,32.9
2465,Item_2465,Toys,403.54
2466,Item_2466,Toys,381.52
2467,Item_2467,Electronics,294.8
2468,Item_2468,Home,322.35
2469,Item_2469,Books,353.49
2470,Item_2470,Home,165.91
2471,Item_2471,Home,50.97
2472,Item_2472,Clothing,363.21
2473,Item_2473,Toys,466.1
2474,Item_2474,Clothing,124.17
2475,Item_2475,Electronics,466.13
2476,Item_2476,Electronics,116.39
2477,Item_2477,Books,96.47
2478,Item_2478,Toys,428.13
2479,Item_2479,Home,485.03
2480,Item_2480,Toys,10.93
2481,Item_2481,Home,495.69
2482,Item_2482,Home,319.32
2483,Item_2483,Toys,320.12
2484,Item_2484,Clothing,193.82
2485,Item_2485,Electronics,240.82
2486,Item_2486,Home,127.8
2487,Item_2487,Electronics,82.4
2488,Item_2488,Books,196.79
2489,Item_2489,Home,448.3
2490,Item_2490,Clothing,461.68
2491,Item_2491,Toys,63.0
2492,Item_2492,Electronics,261.15
2493,Item_2493,Home,141.69
2494,Item_2494,Books,266.63
2495,Item_2495,Electronics,313.28
2496,Item_2496,Clothing,490.52
2497,Item_2497,Books,15.17
2498,Item_2498,Home,83.74
2499,Item_2499,Books,452.9
2500,Item_2500,Electronics,257.52
2501,Item_2501,Electronics,141.37
2502,Item_2502,Books,5.31
2503,Item_2503,Toys,219.5
2504,Item_2504,Books,151.38
2505,Item_2505,Electronics,95.52
2506,Item_2506,Toys,311.28
2507,Item_2507,Clothing,314.54
2508,Item_2508,Toys,499.06
2509,Item_2509,Home,16.48
2510,Item_2510,Home,220.93
2511,Item_2511,Toys,309.79
2512,Item_2512,Electronics,269.68
2513,Item_2513,Books,378.23
2514,Item_2514,Clothing,260.59
2515,Item_2515,Toys,490.36
2516,Item_2516,Home,469.7
2517,Item_2517,Home,341.08
2518,Item_2518,Clothing,222.23
2519,Item_2519,Electronics,388.52
2520,Item_2520,Books,474.03
2521,Item_2521,Toys,380.34
2522,Item_2522,Electronics,144.05
2523,Item_2523,Books,426.95
2524,Item_2524,Electronics,190.63
2525,Item_2525,Clothing,406.64
2526,Item_2526,Home,50.89
2527,Item_2527,Electronics,286.3
2528,Item_2528,Clothing,358.87
2529,Item_2529,Home,107.29
2530,Item_2530,Home,421.42
2531,Item_2531,Home,60.43
2532,Item_2532,Clothing,178.32
2533,Item_2533,Clothing,369.06
2534,Item_2534,Clothing,471.34
2535,Item_2535,Clothing,19.41
2536,Item_2536,Books,253.35
2537,Item_2537,Electronics,218.36
2538,Item_2538,Toys,63.86
2539,Item_2539,Electronics,116.41
2540,Item_2540,Clothing,40.92
2541,Item_2541,Electronics,152.5
2542,Item_2542,Clothing,191.03
2543,Item_2543,Electronics,250.8
2544,Item_2544,Books,386.47
2545,Item_2545,Home,316.03
2546,Item_2546,Electronics,306.49
2547,Item_2547,Electronics,120.08
2548,Item_2548,Toys,84.04
2549,Item_2549,Toys,182.75
2550,Item_2550,Clothing,230.35
2551,Item_2551,Home,497.87
2552,Item_2552,Books,423.69
2553,Item_2553,Toys,187.44
2554,Item_2554,Electronics,313.39
2555,Item_2555,Clothing,464.71
2556,Item_2556,Books,37.52
2557,Item_2557,Toys,168.68
2558,Item_2558,Clothing,306.84
2559,Item_2559,Electronics,388.79
2560,Item_2560,Books,327.26
2561,Item_2561,Home,294.39
2562,Item_2562,Books,138.98
2563,Item_2563,Clothing,25.39
2564,Item_2564,Electronics,455.44
2565,Item_2565,Books,181.36
2566,Item_2566,Home,317.26
2567,Item_2567,Electronics,108.01
2568,Item_2568,Clothing,286.52
2569,Item_2569,Clothing,338.65
2570,Item_2570,Home,173.16
2571,Item_2571,Home,87.25
2572,Item_2572,Books,12.08
2573,Item_2573,Clothing,466.85
2574,Item_2574,Books,489.59
2575,Item_2575,Home,74.98
2576,Item_2576,Toys,345.5
2577,Item_2577,Toys,234.69
2578,Item_2578,Home,97.89
2579,Item_2579,Clothing,456.16
2580,Item_2580,Clothing,457.78
2581,Item_2581,Electronics,82.38
2582,Item_2582,Clothing,372.2
2583,Item_2583,Electronics,81.48
2584,Item_2584,Home,300.31
2585,Item_2585,Electronics,343.88
2586,Item_2586,Clothing,282.88
2587,Item_2587,Toys,423.14
2588,Item_2588,Toys,274.14
2589,Item_2589,Electronics,68.62
2590,Item_2590,Books,83.59
2591,Item_2591,Home,203.92
2592,Item_2592,Clothing,262.06
2593,Item_2593,Books,294.02
2594,Item_2594,Toys,273.93
2595,Item_2595,Clothing,239.59
2596,Item_2596,Clothing,456.23
2597,Item_2597,Home,321.71
2598,Item_2598,Home,108.48
2599,Item_2599,Home,235.32
2600,Item_2600,Electronics,443.15
2601,Item_2601,Home,370.0
2602,Item_2602,Books,48.85
2603,Item_2603,Books,164.61
2604,Item_2604,Clothing,347.13
2605,Item_2605,Books,490.35
2606,Item_2606,Books,451.98
2607,Item_2607,Electronics,37.47
2608,Item_2608,Toys,47.05
2609,Item_2609,Clothing,137.58
2610,Item_2610,Home,140.07
2611,Item_2611,Electronics,375.75
2612,Item_2612,Books,375.77
2613,Item_2613,Books,316.53
2614,Item_2614,Toys,380.1
2615,Item_2615,Clothing,269.15
2616,Item_2616,Toys,38.5
2617,Item_2617,Books,107.33
2618,Item_2618,Books,353.9
2619,Item_2619,Clothing,322.7
2620,Item_2620,Books,323.17
2621,Item_2621,Toys,299.05
2622,Item_2622,Toys,387.51
2623,Item_2623,Home,141.9
2624,Item_2624,Clothing,442.66
2625,Item_2625,Clothing,232.57
2626,Item_2626,Books,356.55
2627,Item_2627,Books,72.92
2628,Item_2628,Books,224.67
2629,Item_2629,Electronics,477.45
2630,Item_2630,Home,166.61
2631,Item_2631,Toys,111.82
2632,Item_2632,Clothing,340.33
2633,Item_2633,Books,255.99
2634,Item_2634,Clothing,104.36
2635,Item_2635,Electronics,344.03
2636,Item_2636,Electronics,350.81
2637,Item_2637,Toys,459.38
2638,Item_2638,Books,418.38
2639,Item_2639,Home,116.43
2640,Item_2640,Books,132.12
2641,Item_2641,Home,321.6
2642,Item_2642,Home,409.05
2643,Item_2643,Books,64.99
2644,Item_2644,Home,319.02
2645,Item_2645,Books,338.89
2646,Item_2646,Toys,102.46
2647,Item_2647,Home,42.51
2648,Item_2648,Clothing,470.23
2649,Item_2649,Home,72.69
2650,Item_2650,Home,69.02
2651,Item_2651,Home,43.58
2652,Item_2652,Books,332.21
2653,Item_2653,Home,100.51
2654,Item_2654,Clothing,17.8
2655,Item_2655,Home,430.05
2656,Item_2656,Toys,263.63
2657,Item_2657,Books,128.92
2658,Item_2658,Clothing,494.86
2659,Item_2659,Books,138.17
2660,Item_2660,Home,35.41
2661,Item_2661,Clothing,456.46
2662,Item_2662,Books,95.31
2663,Item_2663,Clothing,343.14
2664,Item_2664,Home,387.48
2665,Item_2665,Toys,133.65
2666,Item_2666,Home,315.12
2667,Item_2667,Toys,416.75
2668,Item_2668,Home,464.4
2669,Item_2669,Books,32.1
2670,Item_2670,Toys,144.91
2671,Item_2671,Home,70.25
2672,Item_2672,Electronics,38.33
2673,Item_2673,Clothing,112.53
2674,Item_2674,Books,285.36
2675,Item_2675,Toys,186.2
2676,Item_2676,Clothing,270.48
2677,Item_2677,Books,179.14
2678,Item_2678,Electronics,51.16
2679,Item_2679,Toys,422.15
2680,Item_2680,Home,352.65
2681,Item_2681,Books,87.44
2682,Item_2682,Home,155.0
2683,Item_2683,Clothing,173.38
2684,Item_2684,Clothing,457.14
2685,Item_2685,Home,265.16
2686,Item_2686,Clothing,428.76
2687,Item_2687,Books,497.36
2688,Item_2688,Electronics,428.99
2689,Item_2689,Books,282.29
2690,Item_2690,Books,264.01
2691,Item_2691,Books,381.74
2692,Item_2692,Electronics,480.44
2693,Item_2693,Electronics,337.34
2694,Item_2694,Books,277.82
2695,Item_2695,Books,49.73
2696,Item_2696,Books,224.76
2697,Item_2697,Home,285.72
2698,Item_2698,Electronics,114.76
2699,Item_2699,Toys,228.96
2700,Item_2700,Electronics,91.06
2701,Item_2701,Clothing,286.64
2702,Item_2702,Toys,316.45
2703,Item_2703,Clothing,13.53
2704,Item_2704,Books,16.95
2705,Item_2705,Electronics,78.14
2706,Item_2706,Electronics,164.15
2707,Item_2707,Toys,446.44
2708,Item_2708,Books,282.79
2709,Item_2709,Books,66.4
2710,Item_2710,Books,416.1
2711,Item_2711,Electronics,5.46
2712,Item_2712,Books,256.73
2713,Item_2713,Clothing,165.6
2714,Item_2714,Electronics,164.38
2715,Item_2715,Home,183.61
2716,Item_2716,Books,452.07
2717,Item_2717,Toys,325.72
2718,Item_2718,Home,348.82
2719,Item_2719,Clothing,22.45
2720,Item_2720,Books,458.54
2721,Item_2721,Books,456.12
2722,Item_2722,Clothing,329.11
2723,Item_2723,Electronics,395.98
2724,Item_2724,Clothing,333.1
2725,Item_2725,Home,373.26
2726,Item_2726,Electronics,355.85
2727,Item_2727,Books,247.0
2728,Item_2728,Home,162.64
2729,Item_2729,Clothing,63.86
2730,Item_2730,Home,170.73
2731,Item_2731,Electronics,134.07
2732,Item_2732,Books,320.92
2733,Item_2733,Home,77.77
2734,Item_2734,Toys,126.4
2735,Item_2735,Toys,185.05
2736,Item_2736,Electronics,421.66
2737,Item_2737,Clothing,53.12
2738,Item_2738,Electronics,383.12
2739,Item_2739,Electronics,69.02
2740,Item_2740,Books,349.26
2741,Item_2741,Toys,118.02
2742,Item_2742,Electronics,335.56
2743,Item_2743,Home,162.41
2744,Item_2744,Toys,395.08
2745,Item_2745,Books,337.09
2746,Item_2746,Books,14.73
2747,Item_2747,Toys,42.24
2748,Item_2748,Clothing,108.37
2749,Item_2749,Clothing,279.11
2750,Item_2750,Clothing,447.95
2751,Item_2751,Home,312.89
2752,Item_2752,Home,187.66
2753,Item_2753,Clothing,337.69
2754,Item_2754,Clothing,22.44
2755,Item_2755,Home,335.32
2756,Item_2756,Books,399.88
2757,Item_2757,Toys,238.83
2758,Item_2758,Clothing,203.04
2759,Item_2759,Electronics,142.37
2760,Item_2760,Toys,322.18
2761,Item_2761,Toys,375.9
2762,Item_2762,Electronics,165.18
2763,Item_2763,Clothing,435.65
2764,Item_2764,Clothing,440.63
2765,Item_2765,Electronics,312.12
2766,Item_2766,Home,258.28
2767,Item_2767,Home,258.37
2768,Item_2768,Home,409.6
2769,Item_2769,Home,207.35
2770,Item_2770,Electronics,381.1
2771,Item_2771,Electronics,100.9
2772,Item_2772,Toys,101.17
2773,Item_2773,Books,476.05
2774,Item_2774,Toys,61.46
2775,Item_2775,Books,121.16
2776,Item_2776,Toys,457.23
2777,Item_2777,Home,283.15
2778,Item_2778,Toys,323.62
2779,Item_2779,Clothing,359.93
2780,Item_2780,Electronics,174.22
2781,Item_2781,Toys,334.83
2782,Item_2782,Toys,184.67
2783,Item_2783,Toys,184.57
2784,Item_2784,Home,28.12
2785,Item_2785,Electronics,339.68
2786,Item_2786,Home,397.15
2787,Item_2787,Electronics,205.37
2788,Item_2788,Books,114.17
2789,Item_2789,Electronics,166.93
2790,Item_2790,Toys,119.52
2791,Item_2791,Home,58.54
2792,Item_2792,Toys,283.05
2793,Item_2793,Electronics,422.9
2794,Item_2794,Books,200.84
2795,Item_2795,Home,185.68
2796,Item_2796,Home,299.21
2797,Item_2797,Home,10.71
2798,Item_2798,Clothing,360.9
2799,Item_2799,Toys,211.24
2800,Item_2800,Toys,379.5
2801,Item_2801,Electronics,11.23
2802,Item_2802,Clothing,159.75
2803,Item_2803,Toys,176.37
2804,Item_2804,Books,360.78
2805,Item_2805,Home,158.41
2806,Item_2806,Books,328.19
2807,Item_2807,Home,38.64
2808,Item_2808,Toys,24.68
2809,Item_2809,Books,321.88
2810,Item_2810,Books,278.56
2811,Item_2811,Toys,239.77
2812,Item_2812,Books,327.25
2813,Item_2813,Toys,248.09
2814,Item_2814,Home,330.95
2815,Item_2815,Books,157.0
2816,Item_2816,Electronics,10.22
2817,Item_2817,Clothing,75.25
2818,Item_2818,Home,198.05
2819,Item_2819,Toys,21.85
2820,Item_2820,Toys,258.92
2821,Item_2821,Home,109.14
2822,Item_2822,Electronics,479.28
2823,Item_2823,Toys,129.57
2824,Item_2824,Toys,264.38
2825,Item_2825,Books,219.33
2826,Item_2826,Electronics,313.49
2827,Item_2827,Clothing,254.05
2828,Item_2828,Books,361.41
2829,Item_2829,Toys,262.35
2830,Item_2830,Books,254.58
2831,Item_2831,Toys,128.44
2832,Item_2832,Home,159.88
2833,Item_2833,Books,287.45
2834,Item_2834,Home,108.85
2835,Item_2835,Toys,223.34
2836,Item_2836,Books,485.14
2837,Item_2837,Clothing,405.88
2838,Item_2838,Home,75.18
2839,Item_2839,Clothing,169.31
2840,Item_2840,Electronics,55.73
2841,Item_2841,Toys,429.99
2842,Item_2842,Clothing,264.43
2843,Item_2843,Books,38.37
2844,Item_2844,Books,186.73
2845,Item_2845,Books,209.77
2846,Item_2846,Clothing,17.6
2847,Item_2847,Books,237.48
2848,Item_2848,Home,244.01
2849,Item_2849,Toys,296.27
2850,Item_2850,Toys,414.61
2851,Item_2851,Home,329.01
2852,Item_2852,Electronics,25.17
2853,Item_2853,Books,317.42
2854,Item_2854,Clothing,431.71
2855,Item_2855,Electronics,97.02
2856,Item_2856,Toys,240.56
2857,Item_2857,Books,497.91
2858,Item_2858,Books,8.67
2859,Item_2859,Toys,165.63
2860,Item_2860,Clothing,257.58
2861,Item_2861,Books,342.23
2862,Item_2862,Electronics,465.53
2863,Item_2863,Toys,435.69
2864,Item_2864,Clothing,240.04
2865,Item_2865,Electronics,110.95
2866,Item_2866,Books,196.78
2867,Item_2867,Home,340.99
2868,Item_2868,Toys,152.61
2869,Item_2869,Clothing,209.03
2870,Item_2870,Toys,121.24
2871,Item_2871,Toys,497.34
2872,Item_2872,Books,448.92
2873,Item_2873,Clothing,119.33
2874,Item_2874,Electronics,464.27
2875,Item_2875,Toys,326.11
2876,Item_2876,Electronics,172.99
2877,Item_2877,Clothing,34.68
2878,Item_2878,Toys,434.36
2879,Item_2879,Clothing,398.95
2880,Item_2880,Electronics,133.68
2881,Item_2881,Clothing,353.1
2882,Item_2882,Books,171.6
2883,Item_2883,Toys,188.57
2884,Item_2884,Books,52.66
2885,Item_2885,Clothing,154.39
2886,Item_2886,Clothing,221.47
2887,Item_2887,Home,87.44
2888,Item_2888,Books,258.75
2889,Item_2889,Electronics,236.01
2890,Item_2890,Electronics,411.9
2891,Item_2891,Books,246.9
2892,Item_2892,Home,343.19
2893,Item_2893,Electronics,112.74
2894,Item_2894,Books,62.09
2895,Item_2895,Clothing,432.29
2896,Item_2896,Clothing,467.47
2897,Item_2897,Electronics,85.01
2898,Item_2898,Books,82.04
2899,Item_2899,Books,179.49
2900,Item_2900,Books,399.13
2901,Item_2901,Clothing,408.8
2902,Item_2902,Clothing,222.25
2903,Item_2903,Books,100.97
2904,Item_2904,Home,389.75
2905,Item_2905,Electronics,443.86
2906,Item_2906,Home,18.8
2907,Item_2907,Toys,407.78
2908,Item_2908,Home,100.92
2909,Item_2909,Books,197.32
2910,Item_2910,Electronics,418.18
2911,Item_2911,Electronics,181.64
2912,Item_2912,Toys,418.25
2913,Item_2913,Home,397.75
2914,Item_2914,Toys,497.18
2915,Item_2915,Electronics,275.19
2916,Item_2916,Books,103.58
2917,Item_2917,Toys,388.2
2918,Item_2918,Home,288.39
2919,Item_2919,Clothing,406.31
2920,Item_2920,Books,312.34
2921,Item_2921,Clothing,320.06
2922,Item_2922,Home,392.27
2923,Item_2923,Clothing,265.71
2924,Item_2924,Toys,384.92
2925,Item_2925,Toys,258.36
2926,Item_2926,Books,152.96
2927,Item_2927,Toys,299.79
2928,Item_2928,Clothing,77.28
2929,Item_2929,Electronics,430.79
2930,Item_2930,Home,478.01
2931,Item_2931,Toys,174.44
2932,Item_2932,Home,464.0
2933,Item_2933,Books,111.55
2934,Item_2934,Clothing,265.82
2935,Item_2935,Toys,197.23
2936,Item_2936,Home,389.03
2937,Item_2937,Home,69.51
2938,Item_2938,Home,56.52
2939,Item_2939,Home,330.04
2940,Item_2940,Home,436.19
2941,Item_2941,Books,231.49
2942,Item_2942,Home,226.7
2943,Item_2943,Books,482.03
2944,Item_2944,Toys,312.73
2945,Item_2945,Toys,129.29
2946,Item_2946,Home,28.69
2947,Item_2947,Home,100.66
2948,Item_2948,Toys,89.03
2949,Item_2949,Electronics,98.92
2950,Item_2950,Books,42.74
2951,Item_2951,Clothing,160.98
2952,Item_2952,Home,200.98
2953,Item_2953,Books,342.8
2954,Item_2954,Toys,158.63
2955,Item_2955,Books,322.66
2956,Item_2956,Clothing,375.18
2957,Item_2957,Books,240.91
2958,Item_2958,Toys,188.39
2959,Item_2959,Electronics,193.04
2960,Item_2960,Home,357.66
2961,Item_2961,Toys,470.73
2962,Item_2962,Electronics,220.38
2963,Item_2963,Toys,90.82
2964,Item_2964,Clothing,180.42
2965,Item_2965,Toys,232.53
2966,Item_2966,Books,400.24
2967,Item_2967,Books,145.1
2968,Item_2968,Electronics,180.52
2969,Item_2969,Books,59.34
2970,Item_2970,Clothing,286.39
2971,Item_2971,Electronics,365.81
2972,Item_2972,Toys,10.49
2973,Item_2973,Toys,239.98
2974,Item_2974,Toys,132.08
2975,Item_2975,Books,221.58
2976,Item_2976,Electronics,480.95
2977,Item_2977,Home,113.37
2978,Item_2978,Electronics,81.34
2979,Item_2979,Toys,246.55
2980,Item_2980,Books,93.96
2981,Item_2981,Books,47.22
2982,Item_2982,Electronics,205.04
2983,Item_2983,Toys,355.92
2984,Item_2984,Home,412.33
2985,Item_2985,Electronics,493.16
2986,Item_2986,Books,74.09
2987,Item_2987,Electronics,201.97
2988,Item_2988,Books,302.01
2989,Item_2989,Books,269.83
2990,Item_2990,Electronics,443.06
2991,Item_2991,Books,332.88
2992,Item_2992,Toys,472.92
2993,Item_2993,Toys,315.86
2994,Item_2994,Home,111.59
2995,Item_2995,Electronics,413.12
2996,Item_2996,Toys,30.79
2997,Item_2997,Toys,204.43
2998,Item_2998,Clothing,34.07
2999,Item_2999,Clothing,356.35
3000,Item_3000,Home,429.56
3001,Item_3001,Electronics,269.6
3002,Item_3002,Home,208.57
3003,Item_3003,Books,281.63
3004,Item_3004,Clothing,239.85
3005,Item_3005,Toys,216.95
3006,Item_3006,Electronics,238.96
3007,Item_3007,Books,170.16
3008,Item_3008,Toys,260.85
3009,Item_3009,Clothing,355.86
3010,Item_3010,Electronics,59.12
3011,Item_3011,Home,284.85
3012,Item_3012,Electronics,413.29
3013,Item_3013,Home,393.9
3014,Item_3014,Clothing,86.28
3015,Item_3015,Electronics,424.96
3016,Item_3016,Toys,184.88
3017,Item_3017,Books,115.29
3018,Item_3018,Books,145.58
3019,Item_3019,Electronics,319.03
3020,Item_3020,Home,395.06
3021,Item_3021,Electronics,183.6
3022,Item_3022,Books,241.13
3023,Item_3023,Electronics,45.79
3024,Item_3024,Books,378.0
3025,Item_3025,Books,413.67
